@relation DataSet-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E.*UNCHANGED.*-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.RemoveByName-E(.*:global:test)

@attribute ID numeric
@attribute ProjectID string
@attribute BugFixingCommit string
@attribute CommitURL string
@attribute BuggyCommitID string
@attribute RepairedCommitID string
@attribute Class string
@attribute Method string
@attribute Cluster string
@attribute ModifiedStatementCount numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ForInLoop numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:EmptyStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ExpressionStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:FunctionNode numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:IfStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:BreakStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:ReturnStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:TryStatement numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:SwitchStatement numeric
@attribute UNKNOWN:UNKNOWN:UPDATED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:MOVED:unknown:VariableDeclaration numeric
@attribute UNKNOWN:UNKNOWN:REMOVED:unknown:ThrowStatement numeric
@attribute UNKNOWN:UNKNOWN:INSERTED:unknown:ThrowStatement numeric

@data
1058,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/db3a038aa7364a575d2bf3e10ede9581a9ccbcc5,40254f093e83a2b61456c830916282b964bc8e72,db3a038aa7364a575d2bf3e10ede9581a9ccbcc5,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1060,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/90bf0492893ad7c6a2203aa00da222d0c60f9b3f,3d0686e0e07d6c4dc5afd0e8563de3cfa414a30a,90bf0492893ad7c6a2203aa00da222d0c60f9b3f,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/915c76dea7f29e7b4d94cc4cd19092c0f0a3fb81,501af6f18ac18f517af240d781ea56eb93921ecd,915c76dea7f29e7b4d94cc4cd19092c0f0a3fb81,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,16,0,0,0,8,0,0,1,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
1090,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/12c858b66a54cff2b4039f6e6bb67662a9790908,199a7e5b910fc698e5e74bc4e6bc4dd2b97a830f,12c858b66a54cff2b4039f6e6bb67662a9790908,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/e77ec646eaed6d16e59a926a685bba00a32dd985,64e7d38725a8c32e27d225abf08c2061acf69338,e77ec646eaed6d16e59a926a685bba00a32dd985,'\'ClassNA\'','\'MethodNA\'',cluster3,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/4c42c9f34f65d7bb06fc06dbfde9579d00acd02b,667948985b3685114a51eea9c0e710096998539d,4c42c9f34f65d7bb06fc06dbfde9579d00acd02b,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
1128,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b688a8b9b89703a79c9f20470cf91f95426e0420,007bc17c461d3f494e7ec9be584542c231bb302a,b688a8b9b89703a79c9f20470cf91f95426e0420,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,16,1,0,0,8,0,0,1,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0
1190,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/f095fee00a25a1ddb6ab8f1118b47be1d48207fd,d4fc0456bfa3aa3b825fdbb00001c7cce4c79543,f095fee00a25a1ddb6ab8f1118b47be1d48207fd,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1192,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/dcdbdfa0bed97f0a4cc5aee23bff402e45aba610,46585b690d243e715d9dbd58a2d6a9820ff090bb,dcdbdfa0bed97f0a4cc5aee23bff402e45aba610,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1201,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b21f53a8ae282d228b71416d2b55501a93cfe669,9697edd9e0d514d973c4555896f7fe660d3b4681,b21f53a8ae282d228b71416d2b55501a93cfe669,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1209,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/f38c9d09fe3d506662c35db829a3f0f35bac6008,fd1ceda585317b03d3c81427091d9139dc1c07e5,f38c9d09fe3d506662c35db829a3f0f35bac6008,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/fd1ceda585317b03d3c81427091d9139dc1c07e5,4e5b5a8661b9c5c59f7fd6a150844f048dde2218,fd1ceda585317b03d3c81427091d9139dc1c07e5,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,2,0,20,2,0,0,8,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0
1245,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/ce2a649e8b48136313902e95f7353e09bf2d6d4f,fc930a62f9297b8042c415c44672b1aaae001042,ce2a649e8b48136313902e95f7353e09bf2d6d4f,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/aa214d2211e8b23d76313f4185d12acdd0d9f855,2ba70a4bbc2d558d005833014ae61e0c4ebe7a29,aa214d2211e8b23d76313f4185d12acdd0d9f855,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1300,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/23a969ba7a50e699f633169ab66641f4f8722c57,8ec86dfd14bf2fa2e9da458dc010505fa3040538,23a969ba7a50e699f633169ab66641f4f8722c57,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
1302,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a61ce936f6f4c9a0b8e12a8d2cf360d4263ed877,a9b744aca9972233cf5ead1f680c503b53eebf44,a61ce936f6f4c9a0b8e12a8d2cf360d4263ed877,'\'ClassNA\'','\'MethodNA\'',cluster2,0.4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9e87136f6cf6a01f3c059a79fa159ceb46aba0b4,8c80cbdd8007b90f983762b86a495c9fb3569544,9e87136f6cf6a01f3c059a79fa159ceb46aba0b4,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1343,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/910f7e25b1b2f44b5512225b7a35432a15e4f37c,d1f4bfe1caa0eac5dfa70c893848a6231b9d0045,910f7e25b1b2f44b5512225b7a35432a15e4f37c,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,6,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1345,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/d1f4bfe1caa0eac5dfa70c893848a6231b9d0045,fcdd47f599b5a15448f6c5475991e520eb877e0f,d1f4bfe1caa0eac5dfa70c893848a6231b9d0045,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,2,0,12,1,1,2,5,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1357,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/ca18ce6cb27bc7799c3920b972cb5e55c8c9153d,72d585edd039d8cee79d52d70c21df8505b35aaa,ca18ce6cb27bc7799c3920b972cb5e55c8c9153d,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/72d585edd039d8cee79d52d70c21df8505b35aaa,15957fcf7bf0fb172aec90ef7803c035abace4d1,72d585edd039d8cee79d52d70c21df8505b35aaa,'\'ClassNA\'','\'MethodNA\'',cluster1,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/90d793a870d15c8f30a04e0c5eb47e3d38abd4ea,3fd9e3505d4c4fa508468d3884ba613bd2980d0b,90d793a870d15c8f30a04e0c5eb47e3d38abd4ea,'\'ClassNA\'','\'MethodNA\'',cluster3,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/ed6a118d825346050d0b8d9971d6a6dece410f48,2f6da7eb4eed987b0feb8069a179f2d6a02395b7,ed6a118d825346050d0b8d9971d6a6dece410f48,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/2f6da7eb4eed987b0feb8069a179f2d6a02395b7,3dc5ebcc87e5ce34315329d3e6e7c66674159d9f,2f6da7eb4eed987b0feb8069a179f2d6a02395b7,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,1,0,0,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1450,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b4be3bbd20db9eab02eea7127764d6df7aa63ece,1698cbac2af535c776757ae7cf28bf966cd8df85,b4be3bbd20db9eab02eea7127764d6df7aa63ece,'\'ClassNA\'','\'MethodNA\'',cluster4,0.4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/514264a087b0e538a5cc44dece3052df74d0fe87,06cedde0f5241342329dad50d2cd605e898cbd2e,514264a087b0e538a5cc44dece3052df74d0fe87,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
1460,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/06cedde0f5241342329dad50d2cd605e898cbd2e,16fa85b4606a4ae11aba7993dd2c5a335afee98a,06cedde0f5241342329dad50d2cd605e898cbd2e,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/2510b238dc3ca01a40ece837f286f22398c17cd7,9497d21fdd2b3c880f091f259d9139e5b72b0114,2510b238dc3ca01a40ece837f286f22398c17cd7,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,4,2,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1478,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/9497d21fdd2b3c880f091f259d9139e5b72b0114,96c3eca8391bc6eef1121f48a03ff035c52b2de7,9497d21fdd2b3c880f091f259d9139e5b72b0114,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1483,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/f692c1e0ee8577b66448031968f2edaa143c8191,17e04cbff994554b5277aa4c5e54947b10f9d82d,f692c1e0ee8577b66448031968f2edaa143c8191,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b6f91ebc3d9a91e7031b7407a885f1bab1153d2f,c6674fae59e3a064712b44f20c1dbcd9228b9668,b6f91ebc3d9a91e7031b7407a885f1bab1153d2f,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1517,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/fb952b907c4a7df71db0f8621e4b68752d0ac0be,bd47b15d01ad2758b0153f5e29c4aadab1712d23,fb952b907c4a7df71db0f8621e4b68752d0ac0be,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1520,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/615dd8d1589a95c81b5c55b7bbac833cefd4e776,d9a5831cc5a710f269461aaddd57dcf867ea7604,615dd8d1589a95c81b5c55b7bbac833cefd4e776,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1524,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/acd86a0b34e9ca88acefeae09d4be45071d7e3d3,6a06711656680e859f1b16db0eba9e21d67e6065,acd86a0b34e9ca88acefeae09d4be45071d7e3d3,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1546,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/3c91aa7cf28c53ec8984e3929300951083125d28,0fb8a7c8a97ca64ca8c229119892b2cd200a51a6,3c91aa7cf28c53ec8984e3929300951083125d28,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1547,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/0fb8a7c8a97ca64ca8c229119892b2cd200a51a6,367ed81fa116eb919f6086e18dbe55037f8e8e92,0fb8a7c8a97ca64ca8c229119892b2cd200a51a6,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/ac225efbed4dfb56583a598dd15d0005ec4beb4e,6288978dbda81f6aa84e400bdc20dc32104ec9cc,ac225efbed4dfb56583a598dd15d0005ec4beb4e,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,1,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
1554,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/6288978dbda81f6aa84e400bdc20dc32104ec9cc,a2ea7456a9e37842b237ac0cb52c43214a18b48d,6288978dbda81f6aa84e400bdc20dc32104ec9cc,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,1,1,2,1,23,2,0,0,6,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1590,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/19e4f1c3450da4c35f928f5a6b8522aba0c665d1,a4196dc1893903985e503eef5615f72b7c26980e,19e4f1c3450da4c35f928f5a6b8522aba0c665d1,'\'ClassNA\'','\'MethodNA\'',cluster2,0.4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a591a96e99ac5e5c8d260f4074c0fa27fa9b4ff6,601e0e8f4f0a78b5ac4a7e7a6bb37b9b86dd1cb2,a591a96e99ac5e5c8d260f4074c0fa27fa9b4ff6,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,0,4,0,1,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
1599,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/c017c72349d2890e377d99dba4285d2ff6ae7f39,f18394425a16e99f80a271dc4d2fb5021bdc41e2,c017c72349d2890e377d99dba4285d2ff6ae7f39,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1601,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/1d845372c5724568f15ca2cba0257beb0b844035,ea54f1e956f6064a9ac87c04bf4fae2df4e41f33,1d845372c5724568f15ca2cba0257beb0b844035,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1605,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/53ff23c6174259c1bea7aef0096812023f1d57c5,5382fdafc9a5f87191ecb2b95e86e6c20f149e3a,53ff23c6174259c1bea7aef0096812023f1d57c5,'\'ClassNA\'','\'MethodNA\'',cluster5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
1652,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/6f23a5d3b4ffdfaa4317c8743483587ab143822c,a7e513d35b57125478faba02afdfe21dc1655ee4,6f23a5d3b4ffdfaa4317c8743483587ab143822c,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1658,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a4986a656ef9ddff5e0c621fca88e54f082c980b,bbea01e659981519b93cf8a737cf93a0a3d8817c,a4986a656ef9ddff5e0c621fca88e54f082c980b,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1690,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/a8860202ee55d452296f3d26ffe818bc762c8874,68d217572b4f5db758a11a335546a9080dba1f48,a8860202ee55d452296f3d26ffe818bc762c8874,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1712,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/e2bafad3983741e101b14c658acc8c7290712ba0,ef39a15963b69592ca17ee72e6d1207f8a74b614,e2bafad3983741e101b14c658acc8c7290712ba0,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/454b488f3e90a8a016bf124e2515dd7701e610be,360014d3d79c4e44ef318a8937e9321f1da8334b,454b488f3e90a8a016bf124e2515dd7701e610be,'\'ClassNA\'','\'MethodNA\'','?',1.2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1722,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/02cdcf6e3ff2b496685276316f38a27bd1c3750c,d37a9c49bf8d00d34d3acd4228e5ce99a7664e56,02cdcf6e3ff2b496685276316f38a27bd1c3750c,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/c186973c9d0f3f26dfaeb457c48a3d84c312e1d6,9ef5386abd10201a1624ad234af0d3a3f8835340,c186973c9d0f3f26dfaeb457c48a3d84c312e1d6,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1733,OTHER,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/f126e436c623eb1c1a429beceb9fd4984a87b937,b8ca477e05d317e9c7ab994395276c5741e8acaf,f126e436c623eb1c1a429beceb9fd4984a87b937,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/b8ca477e05d317e9c7ab994395276c5741e8acaf,17f86f92881fef1b3f40a85ed91382c5f187076c,b8ca477e05d317e9c7ab994395276c5741e8acaf,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1756,BUG_FIX,mediacenterjs,https://github.com/jansmolders86/mediacenterjs/commit/cac6c469106c96da86381efefceacaec244d389c,4f1ef9a98bae4aa30f860d88421d24484c00103c,cac6c469106c96da86381efefceacaec244d389c,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,OTHER,pm2,https://github.com/Unitech/pm2/commit/6a774df4ed7f2419978f286b0edba387fce493ef,986604cf6a8d72cfda1b0b1e15a054b2c2e6f50a,6a774df4ed7f2419978f286b0edba387fce493ef,'\'ClassNA\'','\'MethodNA\'',cluster6,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,OTHER,pm2,https://github.com/Unitech/pm2/commit/6f87ff0bccbf34b801fffb27975ad56a6a0c1f9e,2fd959255f7c29af34c554284a5a630099bfa6f1,6f87ff0bccbf34b801fffb27975ad56a6a0c1f9e,'\'ClassNA\'','\'MethodNA\'',cluster7,0.4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
